mese;Regioni di residenza;Strutture;Valori
Settembre;BOLZANO;Ostelli della gioventu`;13
Ottobre;BOLZANO;Ostelli della gioventu`;10
Novembre;BOLZANO;Ostelli della gioventu`;15
Dicembre;BOLZANO;Ostelli della gioventu`;7
Gennaio;TRENTO;Ostelli della gioventu`;12
Febbraio;TRENTO;Ostelli della gioventu`;46
Marzo;TRENTO;Ostelli della gioventu`;8
Aprile;TRENTO;Ostelli della gioventu`;2
Maggio;TRENTO;Ostelli della gioventu`;60
Giugno;TRENTO;Ostelli della gioventu`;21
Luglio;TRENTO;Ostelli della gioventu`;9
Agosto;TRENTO;Ostelli della gioventu`;1
Settembre;TRENTO;Ostelli della gioventu`;15
Ottobre;TRENTO;Ostelli della gioventu`;35
Novembre;TRENTO;Ostelli della gioventu`;34
Dicembre;TRENTO;Ostelli della gioventu`;15
Gennaio;PIEMONTE;Case per ferie;87
Febbraio;PIEMONTE;Case per ferie;141
Marzo;PIEMONTE;Case per ferie;135
Aprile;PIEMONTE;Case per ferie;119
Maggio;PIEMONTE;Case per ferie;164
Giugno;PIEMONTE;Case per ferie;109
Luglio;PIEMONTE;Case per ferie;63
Agosto;PIEMONTE;Case per ferie;32
Settembre;PIEMONTE;Case per ferie;128
Ottobre;PIEMONTE;Case per ferie;113
Novembre;PIEMONTE;Case per ferie;91
Dicembre;PIEMONTE;Case per ferie;63
Gennaio;VALLE D'AOSTA;Case per ferie;5
Febbraio;VALLE D'AOSTA;Case per ferie;7
Marzo;VALLE D'AOSTA;Case per ferie;4
Aprile;VALLE D'AOSTA;Case per ferie;11
Maggio;VALLE D'AOSTA;Case per ferie;9
Giugno;VALLE D'AOSTA;Case per ferie;9
Luglio;VALLE D'AOSTA;Case per ferie;21
Agosto;VALLE D'AOSTA;Case per ferie;3
Settembre;VALLE D'AOSTA;Case per ferie;10
Ottobre;VALLE D'AOSTA;Case per ferie;9
Novembre;VALLE D'AOSTA;Case per ferie;7
Dicembre;VALLE D'AOSTA;Case per ferie;2
Gennaio;LOMBARDIA;Case per ferie;262
Febbraio;LOMBARDIA;Case per ferie;164
Marzo;LOMBARDIA;Case per ferie;230
Aprile;LOMBARDIA;Case per ferie;191
Maggio;LOMBARDIA;Case per ferie;213
Giugno;LOMBARDIA;Case per ferie;198
Luglio;LOMBARDIA;Case per ferie;127
Agosto;LOMBARDIA;Case per ferie;93
Settembre;LOMBARDIA;Case per ferie;316
Ottobre;LOMBARDIA;Case per ferie;292
Novembre;LOMBARDIA;Case per ferie;244
Dicembre;LOMBARDIA;Case per ferie;137
Gennaio;VENETO;Case per ferie;133
Febbraio;VENETO;Case per ferie;126
Marzo;VENETO;Case per ferie;175
Aprile;VENETO;Case per ferie;231
Maggio;VENETO;Case per ferie;167
Giugno;VENETO;Case per ferie;131
Luglio;VENETO;Case per ferie;85
Agosto;VENETO;Case per ferie;23
Settembre;VENETO;Case per ferie;184
Ottobre;VENETO;Case per ferie;187
Novembre;VENETO;Case per ferie;119
Dicembre;VENETO;Case per ferie;77
Gennaio;FRIULI VENEZIA GIULIA;Case per ferie;24
Febbraio;FRIULI VENEZIA GIULIA;Case per ferie;75
Marzo;FRIULI VENEZIA GIULIA;Case per ferie;35
Aprile;FRIULI VENEZIA GIULIA;Case per ferie;40
Maggio;FRIULI VENEZIA GIULIA;Case per ferie;48
Giugno;FRIULI VENEZIA GIULIA;Case per ferie;27
Luglio;FRIULI VENEZIA GIULIA;Case per ferie;23
Agosto;FRIULI VENEZIA GIULIA;Case per ferie;9
Settembre;FRIULI VENEZIA GIULIA;Case per ferie;35
Ottobre;FRIULI VENEZIA GIULIA;Case per ferie;36
Novembre;FRIULI VENEZIA GIULIA;Case per ferie;36
Dicembre;FRIULI VENEZIA GIULIA;Case per ferie;38
Gennaio;LIGURIA;Case per ferie;110
Febbraio;LIGURIA;Case per ferie;105
Marzo;LIGURIA;Case per ferie;113
Aprile;LIGURIA;Case per ferie;122
Maggio;LIGURIA;Case per ferie;128
Giugno;LIGURIA;Case per ferie;72
Luglio;LIGURIA;Case per ferie;84
Agosto;LIGURIA;Case per ferie;15
Settembre;LIGURIA;Case per ferie;129
Ottobre;LIGURIA;Case per ferie;122
Novembre;LIGURIA;Case per ferie;104
Dicembre;LIGURIA;Case per ferie;59
Gennaio;EMILIA ROMAGNA;Case per ferie;95
Febbraio;EMILIA ROMAGNA;Case per ferie;92
Marzo;EMILIA ROMAGNA;Case per ferie;97
Aprile;EMILIA ROMAGNA;Case per ferie;156
Maggio;EMILIA ROMAGNA;Case per ferie;124
Giugno;EMILIA ROMAGNA;Case per ferie;105
Luglio;EMILIA ROMAGNA;Case per ferie;70
Agosto;EMILIA ROMAGNA;Case per ferie;31
Settembre;EMILIA ROMAGNA;Case per ferie;134
Ottobre;EMILIA ROMAGNA;Case per ferie;105
Novembre;EMILIA ROMAGNA;Case per ferie;96
Dicembre;EMILIA ROMAGNA;Case per ferie;91
Gennaio;TOSCANA;Case per ferie;63
Febbraio;TOSCANA;Case per ferie;52
Marzo;TOSCANA;Case per ferie;102
Aprile;TOSCANA;Case per ferie;123
Maggio;TOSCANA;Case per ferie;83
Giugno;TOSCANA;Case per ferie;94
Luglio;TOSCANA;Case per ferie;65
Agosto;TOSCANA;Case per ferie;36
Settembre;TOSCANA;Case per ferie;129
Ottobre;TOSCANA;Case per ferie;86
Novembre;TOSCANA;Case per ferie;76
Dicembre;TOSCANA;Case per ferie;70
Gennaio;UMBRIA;Case per ferie;23
Febbraio;UMBRIA;Case per ferie;13
Marzo;UMBRIA;Case per ferie;23
Aprile;UMBRIA;Case per ferie;75
Maggio;UMBRIA;Case per ferie;30
Giugno;UMBRIA;Case per ferie;14
Luglio;UMBRIA;Case per ferie;27
Agosto;UMBRIA;Case per ferie;8
Settembre;UMBRIA;Case per ferie;33
Ottobre;UMBRIA;Case per ferie;50
Novembre;UMBRIA;Case per ferie;26
Dicembre;UMBRIA;Case per ferie;14
Gennaio;MARCHE;Case per ferie;38
Febbraio;MARCHE;Case per ferie;74
Marzo;MARCHE;Case per ferie;105
Aprile;MARCHE;Case per ferie;78
Maggio;MARCHE;Case per ferie;78
Giugno;MARCHE;Case per ferie;59
Luglio;MARCHE;Case per ferie;41
Agosto;MARCHE;Case per ferie;20
Settembre;MARCHE;Case per ferie;89
Ottobre;MARCHE;Case per ferie;69
Novembre;MARCHE;Case per ferie;61
Dicembre;MARCHE;Case per ferie;41
Gennaio;LAZIO;Case per ferie;128
Febbraio;LAZIO;Case per ferie;138
Marzo;LAZIO;Case per ferie;198
Aprile;LAZIO;Case per ferie;182
Maggio;LAZIO;Case per ferie;171
Giugno;LAZIO;Case per ferie;83
Luglio;LAZIO;Case per ferie;59
Agosto;LAZIO;Case per ferie;23
Settembre;LAZIO;Case per ferie;231
Ottobre;LAZIO;Case per ferie;129
Novembre;LAZIO;Case per ferie;135
Dicembre;LAZIO;Case per ferie;70
Gennaio;ABRUZZO;Case per ferie;30
Febbraio;ABRUZZO;Case per ferie;39
Marzo;ABRUZZO;Case per ferie;52
Aprile;ABRUZZO;Case per ferie;68
Maggio;ABRUZZO;Case per ferie;59
Giugno;ABRUZZO;Case per ferie;32
Luglio;ABRUZZO;Case per ferie;32
Agosto;ABRUZZO;Case per ferie;13
Settembre;ABRUZZO;Case per ferie;63
Ottobre;ABRUZZO;Case per ferie;60
Novembre;ABRUZZO;Case per ferie;50
Dicembre;ABRUZZO;Case per ferie;24
Gennaio;MOLISE;Case per ferie;16
Febbraio;MOLISE;Case per ferie;11
Marzo;MOLISE;Case per ferie;13
Aprile;MOLISE;Case per ferie;10
Maggio;MOLISE;Case per ferie;24
Giugno;MOLISE;Case per ferie;4
Luglio;MOLISE;Case per ferie;34
Agosto;MOLISE;Case per ferie;11
Settembre;MOLISE;Case per ferie;33
Ottobre;MOLISE;Case per ferie;17
Novembre;MOLISE;Case per ferie;16
Dicembre;MOLISE;Case per ferie;4
Gennaio;CAMPANIA;Case per ferie;191
Febbraio;CAMPANIA;Case per ferie;187
Marzo;CAMPANIA;Case per ferie;141
Aprile;CAMPANIA;Case per ferie;155
Maggio;CAMPANIA;Case per ferie;197
Giugno;CAMPANIA;Case per ferie;159
Luglio;CAMPANIA;Case per ferie;97
Agosto;CAMPANIA;Case per ferie;68
Settembre;CAMPANIA;Case per ferie;254
Ottobre;CAMPANIA;Case per ferie;174
Novembre;CAMPANIA;Case per ferie;210
Dicembre;CAMPANIA;Case per ferie;96
Gennaio;PUGLIA;Case per ferie;186
Febbraio;PUGLIA;Case per ferie;178
Marzo;PUGLIA;Case per ferie;134
Aprile;PUGLIA;Case per ferie;169
Maggio;PUGLIA;Case per ferie;204
Giugno;PUGLIA;Case per ferie;116
Luglio;PUGLIA;Case per ferie;121
Agosto;PUGLIA;Case per ferie;59
Settembre;PUGLIA;Case per ferie;338
Ottobre;PUGLIA;Case per ferie;210
Novembre;PUGLIA;Case per ferie;148
Dicembre;PUGLIA;Case per ferie;104
Gennaio;BASILICATA;Case per ferie;25
Febbraio;BASILICATA;Case per ferie;25
Marzo;BASILICATA;Case per ferie;19
Aprile;BASILICATA;Case per ferie;25
Maggio;BASILICATA;Case per ferie;40
Giugno;BASILICATA;Case per ferie;25
Luglio;BASILICATA;Case per ferie;41
Agosto;BASILICATA;Case per ferie;46
Settembre;BASILICATA;Case per ferie;48
Ottobre;BASILICATA;Case per ferie;25
Novembre;BASILICATA;Case per ferie;17
Dicembre;BASILICATA;Case per ferie;17
Gennaio;CALABRIA;Case per ferie;103
Febbraio;CALABRIA;Case per ferie;92
Marzo;CALABRIA;Case per ferie;118
Aprile;CALABRIA;Case per ferie;91
Maggio;CALABRIA;Case per ferie;81
Giugno;CALABRIA;Case per ferie;76
Luglio;CALABRIA;Case per ferie;74
Agosto;CALABRIA;Case per ferie;41
Settembre;CALABRIA;Case per ferie;200
Ottobre;CALABRIA;Case per ferie;139
Novembre;CALABRIA;Case per ferie;122
Dicembre;CALABRIA;Case per ferie;82
Gennaio;SICILIA;Case per ferie;224
Febbraio;SICILIA;Case per ferie;153
Marzo;SICILIA;Case per ferie;150
Aprile;SICILIA;Case per ferie;198
Maggio;SICILIA;Case per ferie;216
Giugno;SICILIA;Case per ferie;160
Luglio;SICILIA;Case per ferie;122
Agosto;SICILIA;Case per ferie;83
Settembre;SICILIA;Case per ferie;375
Ottobre;SICILIA;Case per ferie;246
Novembre;SICILIA;Case per ferie;205
Dicembre;SICILIA;Case per ferie;111
Gennaio;SARDEGNA;Case per ferie;78
Febbraio;SARDEGNA;Case per ferie;59
Marzo;SARDEGNA;Case per ferie;74
Aprile;SARDEGNA;Case per ferie;120
Maggio;SARDEGNA;Case per ferie;82
Giugno;SARDEGNA;Case per ferie;60
Luglio;SARDEGNA;Case per ferie;65
Agosto;SARDEGNA;Case per ferie;41
Settembre;SARDEGNA;Case per ferie;91
Ottobre;SARDEGNA;Case per ferie;78
Novembre;SARDEGNA;Case per ferie;84
Dicembre;SARDEGNA;Case per ferie;61
Gennaio;BOLZANO;Case per ferie;1
Febbraio;BOLZANO;Case per ferie;6
Marzo;BOLZANO;Case per ferie;4
Aprile;BOLZANO;Case per ferie;2
Maggio;BOLZANO;Case per ferie;1
Giugno;BOLZANO;Case per ferie;5
Luglio;BOLZANO;Case per ferie;28
Agosto;BOLZANO;Case per ferie; -   
Settembre;BOLZANO;Case per ferie;10
Ottobre;BOLZANO;Case per ferie;9
Novembre;BOLZANO;Case per ferie;4
Dicembre;BOLZANO;Case per ferie; -   
Gennaio;TRENTO;Case per ferie;22
Febbraio;TRENTO;Case per ferie;37
Marzo;TRENTO;Case per ferie;24
Aprile;TRENTO;Case per ferie;41
Maggio;TRENTO;Case per ferie;30
Giugno;TRENTO;Case per ferie;21
Luglio;TRENTO;Case per ferie;11
Agosto;TRENTO;Case per ferie;6
Settembre;TRENTO;Case per ferie;48
Ottobre;TRENTO;Case per ferie;23
Novembre;TRENTO;Case per ferie;30
Dicembre;TRENTO;Case per ferie;23
Gennaio;PIEMONTE;Bed & breakfast;20
Febbraio;PIEMONTE;Bed & breakfast;43
Marzo;PIEMONTE;Bed & breakfast;34
Aprile;PIEMONTE;Bed & breakfast;28
Maggio;PIEMONTE;Bed & breakfast;50
Giugno;PIEMONTE;Bed & breakfast;35
Luglio;PIEMONTE;Bed & breakfast;15
Agosto;PIEMONTE;Bed & breakfast;1
Settembre;PIEMONTE;Bed & breakfast;34
Ottobre;PIEMONTE;Bed & breakfast;33
Novembre;PIEMONTE;Bed & breakfast;28
Dicembre;PIEMONTE;Bed & breakfast;23
Gennaio;VALLE D'AOSTA;Bed & breakfast;2
Febbraio;VALLE D'AOSTA;Bed & breakfast;3
Marzo;VALLE D'AOSTA;Bed & breakfast; -   
Aprile;VALLE D'AOSTA;Bed & breakfast;4
Maggio;VALLE D'AOSTA;Bed & breakfast;1
Giugno;VALLE D'AOSTA;Bed & breakfast;3
Luglio;VALLE D'AOSTA;Bed & breakfast; -   
Agosto;VALLE D'AOSTA;Bed & breakfast; -   
Settembre;VALLE D'AOSTA;Bed & breakfast;2
Ottobre;VALLE D'AOSTA;Bed & breakfast;3
Novembre;VALLE D'AOSTA;Bed & breakfast;2
Dicembre;VALLE D'AOSTA;Bed & breakfast;1
Gennaio;LOMBARDIA;Bed & breakfast;30
Febbraio;LOMBARDIA;Bed & breakfast;46
Marzo;LOMBARDIA;Bed & breakfast;45
Aprile;LOMBARDIA;Bed & breakfast;44
Maggio;LOMBARDIA;Bed & breakfast;73
Giugno;LOMBARDIA;Bed & breakfast;27
Luglio;LOMBARDIA;Bed & breakfast;30
Agosto;LOMBARDIA;Bed & breakfast;4
Settembre;LOMBARDIA;Bed & breakfast;40
Ottobre;LOMBARDIA;Bed & breakfast;43
Novembre;LOMBARDIA;Bed & breakfast;44
Dicembre;LOMBARDIA;Bed & breakfast;24
Gennaio;VENETO;Bed & breakfast;55
Febbraio;VENETO;Bed & breakfast;75
Marzo;VENETO;Bed & breakfast;81
Aprile;VENETO;Bed & breakfast;91
Maggio;VENETO;Bed & breakfast;67
Giugno;VENETO;Bed & breakfast;92
Luglio;VENETO;Bed & breakfast;34
Agosto;VENETO;Bed & breakfast;5
Settembre;VENETO;Bed & breakfast;56
Ottobre;VENETO;Bed & breakfast;43
Novembre;VENETO;Bed & breakfast;44
Dicembre;VENETO;Bed & breakfast;38
Gennaio;FRIULI VENEZIA GIULIA;Bed & breakfast;18
Febbraio;FRIULI VENEZIA GIULIA;Bed & breakfast;19
Marzo;FRIULI VENEZIA GIULIA;Bed & breakfast;18
Aprile;FRIULI VENEZIA GIULIA;Bed & breakfast;24
Maggio;FRIULI VENEZIA GIULIA;Bed & breakfast;21
Giugno;FRIULI VENEZIA GIULIA;Bed & breakfast;29
Luglio;FRIULI VENEZIA GIULIA;Bed & breakfast;8
Agosto;FRIULI VENEZIA GIULIA;Bed & breakfast;2
Settembre;FRIULI VENEZIA GIULIA;Bed & breakfast;20
Ottobre;FRIULI VENEZIA GIULIA;Bed & breakfast;20
Novembre;FRIULI VENEZIA GIULIA;Bed & breakfast;23
Dicembre;FRIULI VENEZIA GIULIA;Bed & breakfast;12
Gennaio;LIGURIA;Bed & breakfast;21
Febbraio;LIGURIA;Bed & breakfast;35
Marzo;LIGURIA;Bed & breakfast;22
Aprile;LIGURIA;Bed & breakfast;27
Maggio;LIGURIA;Bed & breakfast;29
Giugno;LIGURIA;Bed & breakfast;37
Luglio;LIGURIA;Bed & breakfast;27
Agosto;LIGURIA;Bed & breakfast;2
Settembre;LIGURIA;Bed & breakfast;27
Ottobre;LIGURIA;Bed & breakfast;26
Novembre;LIGURIA;Bed & breakfast;35
Dicembre;LIGURIA;Bed & breakfast;14
Gennaio;EMILIA ROMAGNA;Bed & breakfast;59
Febbraio;EMILIA ROMAGNA;Bed & breakfast;76
Marzo;EMILIA ROMAGNA;Bed & breakfast;51
Aprile;EMILIA ROMAGNA;Bed & breakfast;73
Maggio;EMILIA ROMAGNA;Bed & breakfast;80
Giugno;EMILIA ROMAGNA;Bed & breakfast;80
Luglio;EMILIA ROMAGNA;Bed & breakfast;59
Agosto;EMILIA ROMAGNA;Bed & breakfast;5
Settembre;EMILIA ROMAGNA;Bed & breakfast;74
Ottobre;EMILIA ROMAGNA;Bed & breakfast;63
Novembre;EMILIA ROMAGNA;Bed & breakfast;51
Dicembre;EMILIA ROMAGNA;Bed & breakfast;67
Gennaio;TOSCANA;Bed & breakfast;22
Febbraio;TOSCANA;Bed & breakfast;51
Marzo;TOSCANA;Bed & breakfast;48
Aprile;TOSCANA;Bed & breakfast;59
Maggio;TOSCANA;Bed & breakfast;57
Giugno;TOSCANA;Bed & breakfast;55
Luglio;TOSCANA;Bed & breakfast;55
Agosto;TOSCANA;Bed & breakfast;5
Settembre;TOSCANA;Bed & breakfast;72
Ottobre;TOSCANA;Bed & breakfast;59
Novembre;TOSCANA;Bed & breakfast;58
Dicembre;TOSCANA;Bed & breakfast;36
Gennaio;UMBRIA;Bed & breakfast;10
Febbraio;UMBRIA;Bed & breakfast;15
Marzo;UMBRIA;Bed & breakfast;10
Aprile;UMBRIA;Bed & breakfast;20
Maggio;UMBRIA;Bed & breakfast;10
Giugno;UMBRIA;Bed & breakfast;5
Luglio;UMBRIA;Bed & breakfast;11
Agosto;UMBRIA;Bed & breakfast;2
Settembre;UMBRIA;Bed & breakfast;16
Ottobre;UMBRIA;Bed & breakfast;13
Novembre;UMBRIA;Bed & breakfast;5
Dicembre;UMBRIA;Bed & breakfast;14
Gennaio;MARCHE;Bed & breakfast;18
Febbraio;MARCHE;Bed & breakfast;79
Marzo;MARCHE;Bed & breakfast;40
Aprile;MARCHE;Bed & breakfast;33
Maggio;MARCHE;Bed & breakfast;33
Giugno;MARCHE;Bed & breakfast;42
Luglio;MARCHE;Bed & breakfast;10
Agosto;MARCHE;Bed & breakfast;4
Settembre;MARCHE;Bed & breakfast;55
Ottobre;MARCHE;Bed & breakfast;24
Novembre;MARCHE;Bed & breakfast;20
Dicembre;MARCHE;Bed & breakfast;9
Gennaio;LAZIO;Bed & breakfast;68
Febbraio;LAZIO;Bed & breakfast;107
Marzo;LAZIO;Bed & breakfast;85
Aprile;LAZIO;Bed & breakfast;116
Maggio;LAZIO;Bed & breakfast;128
Giugno;LAZIO;Bed & breakfast;89
Luglio;LAZIO;Bed & breakfast;62
Agosto;LAZIO;Bed & breakfast;5
Settembre;LAZIO;Bed & breakfast;120
Ottobre;LAZIO;Bed & breakfast;87
Novembre;LAZIO;Bed & breakfast;97
Dicembre;LAZIO;Bed & breakfast;73
Gennaio;ABRUZZO;Bed & breakfast;10
Febbraio;ABRUZZO;Bed & breakfast;20
Marzo;ABRUZZO;Bed & breakfast;10
Aprile;ABRUZZO;Bed & breakfast;12
Maggio;ABRUZZO;Bed & breakfast;21
Giugno;ABRUZZO;Bed & breakfast;10
Luglio;ABRUZZO;Bed & breakfast;20
Agosto;ABRUZZO;Bed & breakfast; -   
Settembre;ABRUZZO;Bed & breakfast;15
Ottobre;ABRUZZO;Bed & breakfast;16
Novembre;ABRUZZO;Bed & breakfast;7
Dicembre;ABRUZZO;Bed & breakfast;9
Gennaio;MOLISE;Bed & breakfast;2
Febbraio;MOLISE;Bed & breakfast;2
Marzo;MOLISE;Bed & breakfast;5
Aprile;MOLISE;Bed & breakfast;9
Maggio;MOLISE;Bed & breakfast;3
Giugno;MOLISE;Bed & breakfast;1
Luglio;MOLISE;Bed & breakfast; -   
Agosto;MOLISE;Bed & breakfast;5
Settembre;MOLISE;Bed & breakfast;4
Ottobre;MOLISE;Bed & breakfast;4
Novembre;MOLISE;Bed & breakfast;6
Dicembre;MOLISE;Bed & breakfast; -   
Gennaio;CAMPANIA;Bed & breakfast;41
Febbraio;CAMPANIA;Bed & breakfast;45
Marzo;CAMPANIA;Bed & breakfast;45
Aprile;CAMPANIA;Bed & breakfast;57
Maggio;CAMPANIA;Bed & breakfast;49
Giugno;CAMPANIA;Bed & breakfast;32
Luglio;CAMPANIA;Bed & breakfast;44
Agosto;CAMPANIA;Bed & breakfast;3
Settembre;CAMPANIA;Bed & breakfast;74
Ottobre;CAMPANIA;Bed & breakfast;57
Novembre;CAMPANIA;Bed & breakfast;42
Dicembre;CAMPANIA;Bed & breakfast;23
Gennaio;PUGLIA;Bed & breakfast;39
Febbraio;PUGLIA;Bed & breakfast;69
Marzo;PUGLIA;Bed & breakfast;64
Aprile;PUGLIA;Bed & breakfast;54
Maggio;PUGLIA;Bed & breakfast;54
Giugno;PUGLIA;Bed & breakfast;67
Luglio;PUGLIA;Bed & breakfast;30
Agosto;PUGLIA;Bed & breakfast;17
Settembre;PUGLIA;Bed & breakfast;70
Ottobre;PUGLIA;Bed & breakfast;46
Novembre;PUGLIA;Bed & breakfast;48
Dicembre;PUGLIA;Bed & breakfast;31
Gennaio;BASILICATA;Bed & breakfast;6
Febbraio;BASILICATA;Bed & breakfast;16
Marzo;BASILICATA;Bed & breakfast;7
Aprile;BASILICATA;Bed & breakfast;8
Maggio;BASILICATA;Bed & breakfast;2
Giugno;BASILICATA;Bed & breakfast;5
Luglio;BASILICATA;Bed & breakfast;1
Agosto;BASILICATA;Bed & breakfast;2
Settembre;BASILICATA;Bed & breakfast;13
Ottobre;BASILICATA;Bed & breakfast;4
Novembre;BASILICATA;Bed & breakfast;10
Dicembre;BASILICATA;Bed & breakfast; -   
Gennaio;CALABRIA;Bed & breakfast;3
Febbraio;CALABRIA;Bed & breakfast;42
Marzo;CALABRIA;Bed & breakfast;26
Aprile;CALABRIA;Bed & breakfast;29
Maggio;CALABRIA;Bed & breakfast;17
Giugno;CALABRIA;Bed & breakfast;25
Luglio;CALABRIA;Bed & breakfast;16
Agosto;CALABRIA;Bed & breakfast;4
Settembre;CALABRIA;Bed & breakfast;31
Ottobre;CALABRIA;Bed & breakfast;16
Novembre;CALABRIA;Bed & breakfast;26
Dicembre;CALABRIA;Bed & breakfast;5
Gennaio;SICILIA;Bed & breakfast;54
Febbraio;SICILIA;Bed & breakfast;62
Marzo;SICILIA;Bed & breakfast;68
Aprile;SICILIA;Bed & breakfast;88
Maggio;SICILIA;Bed & breakfast;78
Giugno;SICILIA;Bed & breakfast;62
Luglio;SICILIA;Bed & breakfast;49
Agosto;SICILIA;Bed & breakfast;5
Settembre;SICILIA;Bed & breakfast;70
Ottobre;SICILIA;Bed & breakfast;84
Novembre;SICILIA;Bed & breakfast;83
Dicembre;SICILIA;Bed & breakfast;38
Gennaio;SARDEGNA;Bed & breakfast;6
Febbraio;SARDEGNA;Bed & breakfast;6
Marzo;SARDEGNA;Bed & breakfast;18
Aprile;SARDEGNA;Bed & breakfast;18
Maggio;SARDEGNA;Bed & breakfast;22
Giugno;SARDEGNA;Bed & breakfast;23
Luglio;SARDEGNA;Bed & breakfast;3
Agosto;SARDEGNA;Bed & breakfast;2
Settembre;SARDEGNA;Bed & breakfast;20
Ottobre;SARDEGNA;Bed & breakfast;23
Novembre;SARDEGNA;Bed & breakfast;13
Dicembre;SARDEGNA;Bed & breakfast;6
Gennaio;BOLZANO;Bed & breakfast;6
Febbraio;BOLZANO;Bed & breakfast;11
Marzo;BOLZANO;Bed & breakfast;5
Aprile;BOLZANO;Bed & breakfast;5
Maggio;BOLZANO;Bed & breakfast;13
Giugno;BOLZANO;Bed & breakfast;3
Luglio;BOLZANO;Bed & breakfast;3
Agosto;BOLZANO;Bed & breakfast; -   
Settembre;BOLZANO;Bed & breakfast;9
Ottobre;BOLZANO;Bed & breakfast;3
Novembre;BOLZANO;Bed & breakfast;9
Dicembre;BOLZANO;Bed & breakfast; -   
Gennaio;TRENTO;Bed & breakfast;4
Febbraio;TRENTO;Bed & breakfast;12
Marzo;TRENTO;Bed & breakfast;11
Aprile;TRENTO;Bed & breakfast;8
Maggio;TRENTO;Bed & breakfast;10
Giugno;TRENTO;Bed & breakfast;23
Luglio;TRENTO;Bed & breakfast;8
Agosto;TRENTO;Bed & breakfast;1
Settembre;TRENTO;Bed & breakfast;18
Ottobre;TRENTO;Bed & breakfast;6
Novembre;TRENTO;Bed & breakfast;14
Dicembre;TRENTO;Bed & breakfast;6
Gennaio;PIEMONTE;Altri alloggi privati; -   
Febbraio;PIEMONTE;Altri alloggi privati; -   
Marzo;PIEMONTE;Altri alloggi privati; -   
Aprile;PIEMONTE;Altri alloggi privati; -   
Maggio;PIEMONTE;Altri alloggi privati; -   
Giugno;PIEMONTE;Altri alloggi privati; -   
Luglio;PIEMONTE;Altri alloggi privati; -   
Agosto;PIEMONTE;Altri alloggi privati; -   
Settembre;PIEMONTE;Altri alloggi privati; -   
Ottobre;PIEMONTE;Altri alloggi privati; -   
Novembre;PIEMONTE;Altri alloggi privati; -   
Dicembre;PIEMONTE;Altri alloggi privati; -   
Gennaio;VALLE D'AOSTA;Altri alloggi privati; -   
Febbraio;VALLE D'AOSTA;Altri alloggi privati; -   
Marzo;VALLE D'AOSTA;Altri alloggi privati; -   
Aprile;VALLE D'AOSTA;Altri alloggi privati; -   
Maggio;VALLE D'AOSTA;Altri alloggi privati; -   
Giugno;VALLE D'AOSTA;Altri alloggi privati; -   
Luglio;VALLE D'AOSTA;Altri alloggi privati; -   
Agosto;VALLE D'AOSTA;Altri alloggi privati; -   
Settembre;VALLE D'AOSTA;Altri alloggi privati; -   
Ottobre;VALLE D'AOSTA;Altri alloggi privati; -   
Novembre;VALLE D'AOSTA;Altri alloggi privati; -   
Dicembre;VALLE D'AOSTA;Altri alloggi privati; -   
Gennaio;LOMBARDIA;Altri alloggi privati; -   
Febbraio;LOMBARDIA;Altri alloggi privati; -   
Marzo;LOMBARDIA;Altri alloggi privati; -   
Aprile;LOMBARDIA;Altri alloggi privati; -   
Maggio;LOMBARDIA;Altri alloggi privati; -   
Giugno;LOMBARDIA;Altri alloggi privati; -   
Luglio;LOMBARDIA;Altri alloggi privati; -   
Agosto;LOMBARDIA;Altri alloggi privati; -   
Settembre;LOMBARDIA;Altri alloggi privati; -   
Ottobre;LOMBARDIA;Altri alloggi privati; -   
Novembre;LOMBARDIA;Altri alloggi privati; -   
Dicembre;LOMBARDIA;Altri alloggi privati;1
Gennaio;VENETO;Altri alloggi privati; -   
Febbraio;VENETO;Altri alloggi privati; -   
Marzo;VENETO;Altri alloggi privati; -   
Aprile;VENETO;Altri alloggi privati; -   
Maggio;VENETO;Altri alloggi privati; -   
Giugno;VENETO;Altri alloggi privati; -   
Luglio;VENETO;Altri alloggi privati; -   
Agosto;VENETO;Altri alloggi privati; -   
Settembre;VENETO;Altri alloggi privati; -   
Ottobre;VENETO;Altri alloggi privati; -   
Novembre;VENETO;Altri alloggi privati; -   
Dicembre;VENETO;Altri alloggi privati; -   
Gennaio;FRIULI VENEZIA GIULIA;Altri alloggi privati; -   
Febbraio;FRIULI VENEZIA GIULIA;Altri alloggi privati; -   
Marzo;FRIULI VENEZIA GIULIA;Altri alloggi privati;3
Aprile;FRIULI VENEZIA GIULIA;Altri alloggi privati; -   
Maggio;FRIULI VENEZIA GIULIA;Altri alloggi privati; -   
Giugno;FRIULI VENEZIA GIULIA;Altri alloggi privati; -   
Luglio;FRIULI VENEZIA GIULIA;Altri alloggi privati; -   
Agosto;FRIULI VENEZIA GIULIA;Altri alloggi privati; -   
Settembre;FRIULI VENEZIA GIULIA;Altri alloggi privati; -   
Ottobre;FRIULI VENEZIA GIULIA;Altri alloggi privati; -   
Novembre;FRIULI VENEZIA GIULIA;Altri alloggi privati; -   
Dicembre;FRIULI VENEZIA GIULIA;Altri alloggi privati; -   
Gennaio;LIGURIA;Altri alloggi privati; -   
Febbraio;LIGURIA;Altri alloggi privati; -   
Marzo;LIGURIA;Altri alloggi privati; -   
Aprile;LIGURIA;Altri alloggi privati; -   
